,Unnamed: 0,Artist,Position,Streams,Track Name,Week,acousticness,album,artist_top_genre,danceability,energy,instrumentalness,length,liveness,loudness,popularity,release_date,speechiness,tempo,time_signature
60,60,French Montana,61.0,686735.0,Writing on the Wall (feat. Post Malone & Cardi B),2019-10-11--2019-10-18,0.28300000000000003,Writing on the Wall (feat. Post Malone & Cardi B),hip hop,0.773,0.836,2.1e-05,201270.0,0.0828,-2.326,65.0,2019-09-27,0.153,112.01,4.0
61,61,D-Block Europe,62.0,662297.0,Outside,2019-10-11--2019-10-18,0.5429999999999999,PTSD,hip hop,0.5920000000000001,0.483,0.0,296770.0,0.0804,-9.086,58.0,2019-09-27,0.43,110.15299999999999,4.0
62,62,D-Block Europe,63.0,659389.0,Nookie,2019-10-11--2019-10-18,0.5670000000000001,PTSD,hip hop,0.8590000000000001,0.609,0.0,199500.0,0.0935,-5.735,50.0,2019-09-27,0.418,120.04799999999999,4.0
63,63,Lil Nas X,64.0,659089.0,Old Town Road - Remix,2019-10-11--2019-10-18,0.0533,7 EP,rap,0.878,0.619,0.0,157066.0,0.113,-5.56,83.0,2019-06-21,0.102,136.041,4.0
64,64,Drake,65.0,657438.0,Money In The Grave (Drake ft. Rick Ross),2019-10-11--2019-10-18,0.10099999999999999,The Best In The World Pack,hip hop,0.831,0.502,0.0,205426.0,0.122,-4.045,82.0,2019-06-15,0.046,100.541,4.0
65,65,D-Block Europe,66.0,623639.0,Playing For Keeps,2019-10-11--2019-10-18,0.16,PTSD,hip hop,0.885,0.508,0.0,203604.0,0.106,-6.921,54.0,2019-09-27,0.349,137.96,4.0
66,66,Jax Jones,67.0,618509.0,This Is Real (ft. Ella Henderson),2019-10-11--2019-10-18,0.0259,Snacks (Supersize),dance,0.684,0.8190000000000001,0.0775,199160.0,0.0985,-5.072,70.0,2019-09-06,0.0413,122.008,4.0
67,67,Poundz,68.0,618058.0,Opp Thot,2019-10-11--2019-10-18,0.35100000000000003,Opp Thot,hip hop,0.895,0.778,7.670000000000001e-05,196153.0,0.0934,-6.4,63.0,2019-10-11,0.184,141.984,4.0
68,68,Niall Horan,69.0,615792.0,Nice To Meet Ya,2019-10-11--2019-10-18,0.0119,Nice To Meet Ya,dance,0.591,0.841,0.0,158805.0,0.395,-4.351,76.0,2019-10-04,0.0304,109.03399999999999,4.0
69,69,Sigala,70.0,612808.0,Wish You Well,2019-10-11--2019-10-18,0.128,Wish You Well,dance,0.669,0.895,0.0,205653.0,0.297,-3.787,70.0,2019-05-24,0.0575,124.975,4.0
70,70,The Killers,71.0,603070.0,Mr. Brightside,2019-10-11--2019-10-18,0.0011300000000000001,Hot Fuss,rock,0.35200000000000004,0.9279999999999999,0.0,222106.0,0.0987,-3.71,61.0,2004-06-07,0.0758,148.026,4.0
71,71,NSG,72.0,598901.0,Trust Issues,2019-10-11--2019-10-18,0.0679,Trust Issues,dance,0.469,0.848,1.3500000000000001e-05,201600.0,0.159,-4.556,56.0,2019-10-03,0.337,73.936,3.0
72,72,YNW Melly,73.0,597904.0,223's (feat. 9lokknine),2019-10-11--2019-10-18,0.0388,223's (feat. 9lokknine),rap,0.932,0.547,0.0,176640.0,0.0924,-7.787000000000001,73.0,2019-08-09,0.33299999999999996,94.99799999999999,4.0
73,73,Lady Gaga,74.0,590822.0,Shallow,2019-10-11--2019-10-18,0.371,A Star Is Born Soundtrack,dance,0.5720000000000001,0.385,0.0,215733.0,0.231,-6.362,85.0,2018-10-05,0.0308,95.79899999999999,4.0
74,74,RAYE,75.0,584585.0,Love Me Again (with Jess Glynne),2019-10-11--2019-10-18,0.225,Love Me Again – Remix (with Jess Glynne),dance,0.701,0.524,0.0,189386.0,0.0764,-5.593999999999999,58.0,2019-08-30,0.0558,110.024,4.0
75,75,Summer Walker,76.0,567558.0,Playing Games (with Bryson Tiller) - Extended Version,2019-10-11--2019-10-18,0.603,Over It,pop,0.726,0.408,0.0,143226.0,0.225,-6.606,77.0,2019-10-04,0.0614,115.91799999999999,4.0
76,76,Post Malone,77.0,565179.0,Hollywood's Bleeding,2019-10-11--2019-10-18,0.331,Hollywood's Bleeding,rap,0.405,0.6459999999999999,0.0,156266.0,0.10300000000000001,-3.2060000000000004,78.0,2019-09-06,0.0476,130.218,4.0
77,77,Lil Tecca,78.0,556512.0,Love Me,2019-10-11--2019-10-18,0.632,We Love You Tecca,rap,0.7190000000000001,0.5379999999999999,0.0,117013.0,0.135,-6.897,77.0,2019-08-30,0.28,204.132,4.0
78,78,Jax Jones,79.0,553473.0,Harder (with Bebe Rexha),2019-10-11--2019-10-18,0.0899,Snacks,dance,0.9059999999999999,0.833,0.0,159760.0,0.154,-3.0269999999999997,73.0,2019-07-12,0.0729,104.01700000000001,4.0
79,79,Post Malone,80.0,545302.0,Wow.,2019-10-11--2019-10-18,0.136,Hollywood's Bleeding,rap,0.8290000000000001,0.539,1.78e-06,149546.0,0.10300000000000001,-7.359,83.0,2019-09-06,0.20800000000000002,99.96,4.0
80,80,Dave,81.0,544782.0,Funky Friday,2019-10-11--2019-10-18,0.0783,Funky Friday,hip hop,0.975,0.535,0.0,182741.0,0.107,-7.227,68.0,2018-10-04,0.196,125.066,4.0
81,81,Steel Banglez,82.0,540468.0,Fashion Week (feat. AJ Tracey & MoStack),2019-10-11--2019-10-18,0.272,Fashion Week (feat. AJ Tracey & MoStack),afroswing,0.6940000000000001,0.757,0.000161,201998.0,0.0995,-6.899,67.0,2019-03-21,0.16699999999999998,97.167,4.0
82,82,NSG,83.0,539217.0,Options,2019-10-11--2019-10-18,0.387,Options,dance,0.836,0.621,9.159999999999999e-05,240081.0,0.10400000000000001,-4.685,64.0,2018-11-30,0.0892,101.995,4.0
83,83,Lewis Capaldi,84.0,537740.0,Grace,2019-10-11--2019-10-18,0.435,Divinely Uninspired To A Hellish Extent,pop,0.722,0.565,0.0,185657.0,0.165,-5.848,71.0,2019-05-17,0.0335,104.48299999999999,4.0
84,84,Lil Tjay,85.0,531848.0,F.N,2019-10-11--2019-10-18,0.354,True 2 Myself,drill,0.5670000000000001,0.515,0.0,224000.0,0.078,-10.265,81.0,2019-10-11,0.247,120.1,1.0
85,85,George Ezra,86.0,520474.0,Shotgun,2019-10-11--2019-10-18,0.28600000000000003,Staying at Tamara's,folk,0.672,0.735,0.0,201287.0,0.242,-4.7330000000000005,79.0,2018-03-23,0.0457,115.741,4.0
86,86,Fekky,87.0,520106.0,Attitude,2019-10-11--2019-10-18,0.0135,Attitude,grime,0.8420000000000001,0.49700000000000005,1.17e-06,175375.0,0.111,-7.672000000000001,19.0,2019-10-02,0.0753,142.024,4.0
87,87,JAY1,88.0,519769.0,4AM in Coventry,2019-10-11--2019-10-18,0.0996,4AM in Coventry,hip hop,0.897,0.478,0.0,145943.0,0.0662,-12.039000000000001,57.0,2019-09-18,0.565,147.921,4.0
88,88,Ed Sheeran,89.0,515206.0,Cross Me (feat. Chance the Rapper & PnB Rock),2019-10-11--2019-10-18,0.212,No.6 Collaborations Project,pop,0.746,0.787,0.0,206186.0,0.0669,-6.372999999999999,65.0,2019-07-12,0.12,95.005,4.0
89,89,Drake,90.0,512981.0,Behind Barz - Bonus,2019-10-11--2019-10-18,0.769,Behind Barz (Bonus),hip hop,0.8540000000000001,0.5539999999999999,1.84e-06,163120.0,0.0749,-4.684,63.0,2019-09-13,0.172,142.069,4.0
90,90,Queen,91.0,506917.0,Bohemian Rhapsody - 2011 Mix,2019-10-11--2019-10-18,0.271,A Night At The Opera (2011 Remaster),rock,0.414,0.40399999999999997,0.0,354320.0,0.3,-9.927999999999999,82.0,1975-11-21,0.0499,71.105,4.0
91,91,Young Thug,92.0,506738.0,The London (feat. J. Cole & Travis Scott),2019-10-11--2019-10-18,0.0249,So Much Fun,hip hop,0.784,0.517,1.44e-06,200186.0,0.155,-8.981,75.0,2019-08-16,0.209,97.991,4.0
92,92,Freya Ridings,93.0,506133.0,Castles,2019-10-11--2019-10-18,0.0046,Freya Ridings,pop,0.672,0.752,0.00047000000000000004,211842.0,0.055999999999999994,-4.8660000000000005,69.0,2019-07-19,0.0843,116.945,4.0
93,93,Ed Sheeran,94.0,503049.0,"Take Me Back To London (Remix) [feat. Stormzy, Jaykae & Aitch]",2019-10-11--2019-10-18,0.25,"Take Me Back To London (Remix) [feat. Stormzy, Jaykae & Aitch]",pop,0.851,0.667,0.0,232150.0,0.19,-7.061,58.0,2019-08-23,0.268,138.011,4.0
94,94,AJ Tracey,95.0,501200.0,Cat Pack,2019-10-11--2019-10-18,0.00373,Cat Pack,grime,0.91,0.645,0.0,165372.0,0.0599,-9.377,43.0,2019-10-02,0.327,139.969,4.0
95,95,Ava Max,96.0,494587.0,Sweet but Psycho,2019-10-11--2019-10-18,0.0691,Sweet but Psycho,dance,0.7190000000000001,0.7040000000000001,0.0,187436.0,0.166,-4.724,74.0,2018-08-17,0.0476,133.002,4.0
96,96,benny blanco,97.0,486504.0,Eastside (with Halsey & Khalid),2019-10-11--2019-10-18,0.5489999999999999,FRIENDS KEEP SECRETS,dance,0.632,0.6859999999999999,0.0,170769.0,0.2,-7.665,74.0,2018-12-07,0.243,89.949,4.0
97,97,Hardy Caprio,98.0,482282.0,Guten Tag,2019-10-11--2019-10-18,0.309,Guten Tag,afroswing,0.8079999999999999,0.574,0.0,166613.0,0.18,-8.527000000000001,65.0,2019-05-02,0.335,141.013,4.0
98,98,Mahalia,99.0,481538.0,Simmer (feat. Burna Boy),2019-10-11--2019-10-18,0.22699999999999998,LOVE AND COMPROMISE,r&b,0.693,0.7440000000000001,0.0,167186.0,0.244,-3.94,60.0,2019-09-06,0.0496,91.72200000000001,4.0
99,99,Mabel,100.0,479487.0,Don't Call Me Up,2019-10-11--2019-10-18,0.29600000000000004,Ivy To Roses (Mixtape),dance,0.674,0.8809999999999999,3.01e-06,178480.0,0.0793,-2.853,81.0,2019-01-18,0.147,98.994,4.0
100,100,Travis Scott,101.0,465846.0,SICKO MODE,2019-10-11--2019-10-18,0.00513,ASTROWORLD,rap,0.8340000000000001,0.73,0.0,312820.0,0.124,-3.714,88.0,2018-08-03,0.222,155.00799999999998,4.0
101,101,Khalid,102.0,465021.0,Right Back (feat. A Boogie Wit Da Hoodie),2019-10-11--2019-10-18,0.0933,Right Back (feat. A Boogie Wit Da Hoodie),r&b,0.7859999999999999,0.428,1.1e-06,254999.0,0.156,-10.011000000000001,69.0,2019-08-13,0.31,97.001,4.0
102,102,Ariana Grande,103.0,461519.0,7 rings,2019-10-11--2019-10-18,0.5920000000000001,"thank u, next",dance,0.778,0.317,0.0,178626.0,0.0881,-10.732000000000001,86.0,2019-02-08,0.33399999999999996,140.048,4.0
103,103,JAY1,104.0,461076.0,Mocking It,2019-10-11--2019-10-18,0.447,One Wave,hip hop,0.943,0.507,0.0,168853.0,0.106,-8.182,60.0,2019-07-05,0.39299999999999996,104.036,4.0
104,104,Summer Walker,105.0,460398.0,Come Thru (with Usher),2019-10-11--2019-10-18,0.159,Over It,pop,0.679,0.728,0.0,181013.0,0.107,-3.092,75.0,2019-10-04,0.154,152.001,4.0
105,105,Marshmello,106.0,459867.0,Happier,2019-10-11--2019-10-18,0.191,Happier,brostep,0.687,0.792,0.0,214289.0,0.16699999999999998,-2.7489999999999997,85.0,2018-08-17,0.0452,100.015,4.0
106,106,Taylor Swift,107.0,458021.0,Lover,2019-10-11--2019-10-18,0.49200000000000005,Lover,dance,0.359,0.5429999999999999,1.58e-05,221306.0,0.11800000000000001,-7.582000000000001,79.0,2019-08-23,0.0919,68.53399999999999,4.0
107,107,Tion Wayne,108.0,457526.0,2 ON 2 - Tion Wayne x JAY1,2019-10-11--2019-10-18,0.28300000000000003,T Wayne’s World 3,rap,0.645,0.68,0.0,161140.0,0.165,-8.121,55.0,2019-09-27,0.49,145.94299999999998,5.0
108,108,AJ Tracey,109.0,455140.0,Butterflies (feat. Not3s),2019-10-11--2019-10-18,0.259,AJ Tracey,grime,0.7609999999999999,0.685,2.92e-06,224000.0,0.115,-9.796,64.0,2019-02-08,0.125,103.949,4.0
109,109,Jonas Brothers,110.0,451568.0,Sucker,2019-10-11--2019-10-18,0.0427,Happiness Begins,pop,0.8420000000000001,0.7340000000000001,0.0,181026.0,0.106,-5.065,83.0,2019-06-07,0.0588,137.958,4.0
110,110,Solardo,111.0,448266.0,XTC,2019-10-11--2019-10-18,0.00761,XTC,deep groove house,0.703,0.929,0.0033399999999999997,156630.0,0.21899999999999997,-6.5,59.0,2019-07-19,0.0661,128.005,4.0
111,111,Stormzy,112.0,445868.0,Sounds of the Skeng,2019-10-11--2019-10-18,0.0263,Sounds of the Skeng,grime,0.491,0.805,3.9e-05,214130.0,0.109,-3.2260000000000004,56.0,2019-09-06,0.299,174.63,5.0
