,Artist,Position,Streams,Track Name,Week,album,artist_top_genre,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
0,Roddy Ricch,1,90253,The Box,2020-02-21--2020-02-28,Please Excuse Me For Being Antisocial,rap,2019-12-06,196652,89,0.8959999999999999,0.104,0.586,0.0,0.79,-6.687,0.0559,116.971,4
1,Tones And I,2,72898,Dance Monkey,2020-02-21--2020-02-28,Dance Monkey,pop,2019-05-10,209754,70,0.825,0.688,0.593,0.000161,0.17,-6.401,0.0988,98.078,4
2,The Weeknd,3,71787,Blinding Lights,2020-02-21--2020-02-28,Blinding Lights,r&b,2019-11-29,201573,34,0.513,0.00147,0.7959999999999999,0.000209,0.0938,-4.075,0.0629,171.017,4
3,Future,4,64670,Life Is Good (feat. Drake),2020-02-21--2020-02-28,Life Is Good (feat. Drake),hip hop,2020-01-10,237735,85,0.6759999999999999,0.0706,0.609,0.0,0.152,-5.831,0.481,142.037,4
4,Kabza De Small,5,64600,eMcimbini - Live,2020-02-21--2020-02-28,Scorpion Kings Live,house,2020-02-03,407787,49,0.8440000000000001,0.00646,0.564,0.163,0.0231,-10.817,0.0855,112.996,4
5,Justin Bieber,6,63292,Intentions (feat. Quavo),2020-02-21--2020-02-28,Changes,pop,2020-02-14,212866,83,0.8059999999999999,0.3,0.546,0.0,0.102,-6.6370000000000005,0.0575,147.986,4
6,Dua Lipa,7,61793,Don't Start Now,2020-02-21--2020-02-28,Don't Start Now,dance,2019-10-31,183290,86,0.794,0.0125,0.7929999999999999,0.0,0.0952,-4.521,0.0842,123.941,4
7,The Weeknd,8,54663,After Hours,2020-02-21--2020-02-28,After Hours,r&b,2020-02-19,361946,21,0.6629999999999999,0.0938,0.5670000000000001,0.00978,0.124,-5.941,0.0309,108.959,4
8,Post Malone,9,54331,Circles,2020-02-21--2020-02-28,Hollywood's Bleeding,rap,2019-09-06,215280,89,0.695,0.192,0.762,0.00244,0.0863,-3.497,0.0395,120.042,4
9,Billie Eilish,10,53419,everything i wanted,2020-02-21--2020-02-28,everything i wanted,pop,2019-11-13,245425,87,0.7040000000000001,0.902,0.225,0.657,0.106,-14.454,0.0994,120.006,4
10,Trevor Daniel,11,49917,Falling,2020-02-21--2020-02-28,Falling,r&b,2018-10-05,159381,86,0.785,0.123,0.431,0.0,0.0887,-8.756,0.0364,127.085,4
11,Eminem,12,48082,Godzilla (feat. Juice WRLD),2020-02-21--2020-02-28,Music To Be Murdered By,hip hop,2020-01-17,210800,85,0.8079999999999999,0.145,0.745,0.0,0.292,-5.26,0.342,165.995,4
12,Maroon 5,13,46504,Memories,2020-02-21--2020-02-28,Memories,pop,2019-09-20,189486,89,0.764,0.8370000000000001,0.32,0.0,0.0822,-7.209,0.0546,91.019,4
13,Justin Bieber,14,46139,Yummy,2020-02-21--2020-02-28,Changes,pop,2020-02-14,208520,76,0.6759999999999999,0.345,0.506,0.0,0.118,-6.652,0.0958,145.842,4
14,Billie Eilish,15,45673,No Time To Die,2020-02-21--2020-02-28,No Time To Die,pop,2020-02-13,242265,81,0.38,0.917,0.219,0.0104,0.0827,-13.273,0.0358,73.53699999999998,4
15,Lewis Capaldi,16,43296,Someone You Loved,2020-02-21--2020-02-28,Divinely Uninspired To A Hellish Extent,pop,2019-05-17,182160,90,0.501,0.7509999999999999,0.405,0.0,0.105,-5.6789999999999985,0.0319,109.891,4
16,Arizona Zervas,17,42305,ROXANNE,2020-02-21--2020-02-28,ROXANNE,rap,2019-10-10,163636,87,0.621,0.0522,0.601,0.0,0.46,-5.6160000000000005,0.14800000000000002,116.735,5
17,Ed Sheeran,18,39873,Beautiful People (feat. Khalid),2020-02-21--2020-02-28,No.6 Collaborations Project,pop,2019-07-12,197866,77,0.64,0.124,0.647,0.0,0.0801,-8.113999999999999,0.18600000000000005,92.979,4
18,Elaine,19,39374,You're the One,2020-02-21--2020-02-28,Elements,r&b,2019-09-29,200347,32,0.743,0.6509999999999999,0.39,0.0,0.109,-11.299,0.0544,114.914,4
19,Ed Sheeran,20,38249,I Don't Care (with Justin Bieber),2020-02-21--2020-02-28,No.6 Collaborations Project,pop,2019-07-12,219946,79,0.7979999999999999,0.0902,0.6759999999999999,0.0,0.0894,-5.041,0.0442,101.956,4
20,Justin Bieber,21,36398,Forever (feat. Post Malone & Clever),2020-02-21--2020-02-28,Changes,pop,2020-02-14,219933,75,0.825,0.5379999999999999,0.483,1.4800000000000002e-05,0.204,-5.746,0.08,139.98,4
21,MEDUZA,22,36128,Lose Control,2020-02-21--2020-02-28,Lose Control,edm,2019-10-11,168387,85,0.598,0.129,0.526,0.0,0.14,-8.658999999999999,0.0415,123.935,4
22,Roddy Ricch,23,35013,High Fashion (feat. Mustard),2020-02-21--2020-02-28,Please Excuse Me For Being Antisocial,rap,2019-12-06,220486,82,0.831,0.269,0.499,0.0,0.3,-8.442,0.114,97.956,4
23,Doja Cat,24,33598,Say So,2020-02-21--2020-02-28,Hot Pink,indie,2019-11-07,237893,86,0.787,0.256,0.6729999999999999,3.57e-06,0.0904,-4.577,0.158,110.962,4
24,Camila Cabello,25,33308,My Oh My (feat. DaBaby),2020-02-21--2020-02-28,Romance,dance,2019-12-06,170746,81,0.7240000000000001,0.018000000000000002,0.491,1.29e-05,0.0887,-6.024,0.0296,105.046,4
25,Sha Sha,26,33284,Tender Love (feat. DJ Maphorisa & Kabza De Small),2020-02-21--2020-02-28,Tender Love (feat. DJ Maphorisa & Kabza De Small),house,2019-10-25,444474,48,0.845,0.00591,0.394,0.312,0.054000000000000006,-14.365,0.055,113.015,4
26,Jonas Brothers,27,32916,What A Man Gotta Do,2020-02-21--2020-02-28,What A Man Gotta Do,house,2020-01-17,180644,82,0.852,0.00839,0.698,1.03e-06,0.0773,-7.206,0.0629,113.039,4
27,Lewis Capaldi,28,32840,Before You Go,2020-02-21--2020-02-28,Divinely Uninspired To A Hellish Extent (Extended Edition),pop,2019-11-22,215106,86,0.459,0.604,0.575,0.0,0.0885,-4.8580000000000005,0.0573,111.881,4
28,Shawn Mendes,29,32295,Señorita,2020-02-21--2020-02-28,Shawn Mendes (Deluxe),pop,2019-06-19,190799,82,0.759,0.0392,0.5479999999999999,0.0,0.0828,-6.049,0.029,116.967,4
29,Kabza De Small,30,31875,Lorch,2020-02-21--2020-02-28,The Return Of The Scorpion Kings,house,2019-11-29,374961,41,0.913,0.17,0.6809999999999999,2.12e-05,0.0677,-9.914,0.0619,112.994,4
30,Harry Styles,31,31788,Adore You,2020-02-21--2020-02-28,Fine Line,pop,2019-12-13,207133,87,0.6759999999999999,0.0237,0.7709999999999999,7.000000000000002e-06,0.102,-3.675,0.0483,99.048,4
31,Halsey,32,31270,You should be sad,2020-02-21--2020-02-28,Manic,dance,2020-01-17,205473,81,0.591,0.14300000000000002,0.585,0.0,0.109,-6.35,0.0277,110.94,4
32,benny blanco,33,31195,Eastside (with Halsey & Khalid),2020-02-21--2020-02-28,FRIENDS KEEP SECRETS,pop,2018-12-07,170769,74,0.632,0.5489999999999999,0.6859999999999999,0.0,0.2,-7.665,0.243,89.949,4
33,Selena Gomez,34,30873,Lose You To Love Me,2020-02-21--2020-02-28,Rare,dance,2020-01-10,206458,84,0.488,0.556,0.343,0.0,0.21,-8.985,0.0436,102.819,4
34,SAINt JHN,35,30616,Roses - Imanbek Remix,2020-02-21--2020-02-28,Roses (Imanbek Remix),rap,2019-10-09,176840,91,0.77,0.0167,0.7240000000000001,0.0107,0.353,-5.484,0.0495,121.975,4
35,Khalid,36,30457,Know Your Worth,2020-02-21--2020-02-28,Know Your Worth,r&b,2020-02-04,181436,82,0.79,0.145,0.6940000000000001,0.00252,0.281,-7.726,0.0708,103.007,4
36,Sam Smith,37,30262,To Die For,2020-02-21--2020-02-28,To Die For,pop,2020-02-14,193795,78,0.483,0.8320000000000001,0.361,4.66e-06,0.098,-7.8889999999999985,0.0738,171.649,4
37,Billie Eilish,38,30191,bad guy,2020-02-21--2020-02-28,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",pop,2019-03-29,194087,88,0.701,0.328,0.425,0.13,0.1,-10.965,0.375,135.128,4
38,Lil Mosey,39,28700,Blueberry Faygo,2020-02-21--2020-02-28,Certified Hitmaker,rap,2020-02-06,162546,85,0.774,0.207,0.5539999999999999,0.0,0.132,-7.909,0.0383,99.034,4
39,Selena Gomez,40,28610,Feel Me,2020-02-21--2020-02-28,Feel Me,dance,2020-02-21,226002,71,0.71,0.44,0.8079999999999999,0.000773,0.0734,-6.7029999999999985,0.0433,99.989,4
40,Kabza De Small,41,27989,Phoyisa - Live,2020-02-21--2020-02-28,Scorpion Kings Live,house,2020-02-03,356414,25,0.8390000000000001,0.318,0.6609999999999999,0.0131,0.13699999999999998,-11.583,0.0756,114.005,4
41,Kabza De Small,42,27779,Sandton,2020-02-21--2020-02-28,The Return Of The Scorpion Kings,house,2019-11-29,412057,41,0.8809999999999999,0.151,0.634,3.38e-06,0.0992,-11.71,0.147,113.0,4
42,Tones And I,43,27610,Never Seen the Rain,2020-02-21--2020-02-28,Never Seen the Rain,pop,2019-07-15,200755,66,0.485,0.44,0.461,0.0,0.232,-5.646,0.0444,87.009,4
43,Surfaces,44,27494,Sunday Best,2020-02-21--2020-02-28,Where the Light Is,bedroom soul,2019-01-06,158571,86,0.878,0.183,0.525,0.0,0.0714,-6.832000000000002,0.0578,112.022,4
44,Regard,45,26200,Ride It,2020-02-21--2020-02-28,Ride It,edm,2019-07-26,157605,87,0.88,0.177,0.7509999999999999,6.43e-05,0.106,-4.258,0.0874,117.948,4
45,Post Malone,46,24991,Sunflower - Spider-Man: Into the Spider-Verse,2020-02-21--2020-02-28,Hollywood's Bleeding,rap,2019-09-06,157560,82,0.755,0.5329999999999999,0.522,0.0,0.0685,-4.368,0.0575,89.96,4
46,Selena Gomez,47,24775,Rare,2020-02-21--2020-02-28,Rare,dance,2020-01-10,220589,75,0.838,0.208,0.545,8.01e-05,0.103,-6.712999999999999,0.0706,114.998,4
47,Mustard,48,24412,Ballin' (with Roddy Ricch),2020-02-21--2020-02-28,Perfect Ten,rap,2019-06-28,180434,84,0.809,0.392,0.545,0.0,0.151,-6.678,0.0735,97.008,4
48,YNW Melly,49,24379,Suicidal,2020-02-21--2020-02-28,Melly vs. Melvin,rap,2019-11-22,222997,80,0.735,0.334,0.369,0.0,0.126,-9.682,0.0688,140.004,4
49,Dua Lipa,50,24307,Physical,2020-02-21--2020-02-28,Physical,dance,2020-01-30,193829,76,0.647,0.0137,0.8440000000000001,0.0006580000000000001,0.102,-3.756,0.0457,146.96200000000005,4
50,Kabza De Small,51,23912,Nana Thula,2020-02-21--2020-02-28,Piano Hub,house,2019-10-01,439017,40,0.767,0.00164,0.517,0.299,0.042,-13.816,0.0517,113.997,4
51,DaBaby,52,23704,BOP,2020-02-21--2020-02-28,KIRK,hip hop,2019-09-27,159714,83,0.769,0.189,0.787,0.0,0.129,-3.909,0.3670000000000001,126.77,4
52,Elaine,53,23387,Risky,2020-02-21--2020-02-28,Elements,r&b,2019-09-29,182857,26,0.758,0.52,0.373,7.28e-06,0.122,-9.754,0.0492,105.022,4
53,Ali Gatie,54,23343,What If I Told You That I Love You,2020-02-21--2020-02-28,What If I Told You That I Love You,hip hop,2020-01-24,193667,76,0.605,0.63,0.365,6.83e-06,0.0554,-11.144,0.111,84.62799999999999,4
54,Powfu,55,23270,death bed (coffee for your head),2020-02-21--2020-02-28,death bed (coffee for your head),rap,2020-02-08,173333,91,0.726,0.731,0.431,0.0,0.696,-8.765,0.135,144.026,4
55,blackbear,56,22845,hot girl bummer,2020-02-21--2020-02-28,hot girl bummer,pop,2019-08-23,185093,65,0.778,0.128,0.5589999999999999,0.0,0.399,-7.109,0.0776,129.989,1
56,The Chainsmokers,57,22383,Call You Mine,2020-02-21--2020-02-28,World War Joy,dance,2019-12-06,217640,82,0.585,0.204,0.696,0.0,0.344,-5.6,0.0307,104.01,4
57,Kygo,58,22032,Higher Love,2020-02-21--2020-02-28,Higher Love,edm,2019-06-28,228267,83,0.693,0.0154,0.6779999999999999,6.05e-06,0.101,-7.159,0.0324,103.952,4
58,Travis Scott,59,21955,HIGHEST IN THE ROOM,2020-02-21--2020-02-28,HIGHEST IN THE ROOM,rap,2019-10-04,175720,88,0.598,0.0546,0.4270000000000001,5.83e-06,0.21,-8.764,0.0317,76.469,4
59,The Chainsmokers,60,21890,Takeaway,2020-02-21--2020-02-28,World War Joy,dance,2019-12-06,209880,80,0.528,0.126,0.511,0.0,0.101,-8.144,0.0324,100.1,4
60,Mfr Souls,61,21716,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)",2020-02-21--2020-02-28,The Beginning,house,2019-11-08,353206,39,0.8170000000000001,0.046,0.677,0.00361,0.0615,-8.482000000000001,0.0477,114.994,4
61,Harry Styles,62,21711,Watermelon Sugar,2020-02-21--2020-02-28,Fine Line,pop,2019-12-13,174000,95,0.5479999999999999,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4
62,Jack Harlow,63,20972,WHATS POPPIN,2020-02-21--2020-02-28,WHATS POPPIN,hip hop,2020-01-21,139741,18,0.923,0.017,0.604,0.0,0.272,-6.671,0.245,145.062,4
63,Sam Smith,64,20880,Dancing With A Stranger (with Normani),2020-02-21--2020-02-28,Dancing With A Stranger (with Normani),pop,2019-01-11,171029,84,0.741,0.45,0.52,1.97e-06,0.222,-7.513,0.0656,102.998,4
64,Sam Smith,65,20776,How Do You Sleep?,2020-02-21--2020-02-28,How Do You Sleep?,pop,2019-07-19,202204,83,0.477,0.153,0.682,0.0,0.0763,-4.931,0.0925,110.567,5
65,Stormzy,66,20682,Own It (feat. Ed Sheeran & Burna Boy),2020-02-21--2020-02-28,Heavy Is The Head,grime,2019-12-13,216706,76,0.8170000000000001,0.00838,0.7809999999999999,5.21e-06,0.123,-4.178,0.112,104.0,4
66,Billie Eilish,67,20358,lovely (with Khalid),2020-02-21--2020-02-28,lovely (with Khalid),pop,2018-04-19,200185,88,0.35100000000000003,0.934,0.29600000000000004,0.0,0.095,-10.109,0.0333,115.284,4
67,Marshmello,68,20280,Happier,2020-02-21--2020-02-28,Happier,brostep,2018-08-17,214289,85,0.687,0.191,0.792,0.0,0.16699999999999998,-2.749,0.0452,100.015,4
68,Katy Perry,69,20232,Never Really Over,2020-02-21--2020-02-28,Never Really Over,dance,2019-05-31,223523,79,0.77,0.194,0.882,0.0,0.316,-4.792,0.0602,99.991,4
69,Taylor Swift,70,20156,You Need To Calm Down,2020-02-21--2020-02-28,Lover,dance,2019-08-23,171360,81,0.7709999999999999,0.00929,0.6709999999999999,0.0,0.0637,-5.617000000000001,0.0553,85.02600000000002,4
70,Dan + Shay,71,20111,"10,000 Hours (with Justin Bieber)",2020-02-21--2020-02-28,"10,000 Hours (with Justin Bieber)",country,2019-10-04,167693,85,0.654,0.153,0.63,0.0,0.111,-4.644,0.0259,89.991,4
71,Billie Eilish,72,20098,when the party's over,2020-02-21--2020-02-28,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",pop,2019-03-29,196077,85,0.3670000000000001,0.978,0.111,3.97e-05,0.0897,-14.084,0.0972,82.64200000000002,4
72,Lady Gaga,73,20033,Shallow,2020-02-21--2020-02-28,A Star Is Born Soundtrack,dance,2018-10-05,215733,85,0.5720000000000001,0.371,0.385,0.0,0.231,-6.362,0.0308,95.799,4
73,Chris Brown,74,20019,No Guidance (feat. Drake),2020-02-21--2020-02-28,Indigo,dance,2019-06-28,260640,84,0.698,0.123,0.454,0.0,0.155,-6.756,0.151,92.932,4
74,SHAED,75,20007,Trampoline (with ZAYN),2020-02-21--2020-02-28,Melt (Deluxe),pop,2019-12-27,184280,67,0.619,0.56,0.459,0.0,0.13699999999999998,-5.782,0.0334,126.803,4
75,5 Seconds of Summer,76,19672,Youngblood,2020-02-21--2020-02-28,Youngblood (Deluxe),house,2018-06-15,203417,82,0.596,0.0169,0.8540000000000001,0.0,0.124,-5.114,0.463,120.274,4
76,Lauv,77,19535,I Like Me Better,2020-02-21--2020-02-28,I met you when I was 18. (the playlist),pop,2018-05-31,197436,84,0.752,0.535,0.505,2.55e-06,0.104,-7.621,0.253,91.97,4
77,BTS,78,18885,ON (Feat. Sia),2020-02-21--2020-02-28,MAP OF THE SOUL : 7,pop,2020-02-21,246816,69,0.591,0.13699999999999998,0.848,0.0,0.3720000000000001,-4.397,0.0828,105.922,4
78,Ed Sheeran,79,18879,South of the Border (feat. Camila Cabello & Cardi B),2020-02-21--2020-02-28,No.6 Collaborations Project,pop,2019-07-12,204466,81,0.857,0.14800000000000002,0.621,0.0,0.0865,-6.376,0.0825,97.989,4
79,Samthing Soweto,80,18689,Akulaleki,2020-02-21--2020-02-28,Isphithiphithi,house,2019-09-20,381586,44,0.895,0.14300000000000002,0.674,0.0726,0.0578,-8.693999999999999,0.0882,116.013,4
80,OneRepublic,81,18543,Rescue Me,2020-02-21--2020-02-28,Rescue Me,dance,2019-05-17,158899,79,0.759,0.156,0.605,0.0,0.6940000000000001,-7.737,0.0433,121.049,4
81,BTS,82,18333,ON,2020-02-21--2020-02-28,MAP OF THE SOUL : 7,pop,2020-02-21,246380,82,0.583,0.118,0.8170000000000001,0.0,0.338,-5.146,0.0987,105.936,4
82,Don Toliver,83,18002,No Idea,2020-02-21--2020-02-28,No Idea,rap,2019-05-29,154424,16,0.6509999999999999,0.519,0.631,0.000579,0.165,-5.7170000000000005,0.0896,127.994,4
83,Mas Music,84,17844,Mthande,2020-02-21--2020-02-28,Mambisa,house,2019-11-28,377935,40,0.8059999999999999,0.00177,0.757,0.153,0.0241,-10.503,0.0444,112.019,4
84,Drake,85,17802,Money In The Grave (Drake ft. Rick Ross),2020-02-21--2020-02-28,The Best In The World Pack,hip hop,2019-06-15,205426,82,0.831,0.101,0.502,0.0,0.122,-4.045,0.046,100.541,4
85,JP Saxe,86,17793,If the World Was Ending - feat. Julia Michaels,2020-02-21--2020-02-28,If the World Was Ending (feat. Julia Michaels),r&b,2019-10-17,208687,87,0.464,0.866,0.473,0.0,0.109,-10.086,0.129,75.801,4
86,Jonas Brothers,87,17746,Sucker,2020-02-21--2020-02-28,Happiness Begins,house,2019-06-07,181026,83,0.8420000000000001,0.0427,0.7340000000000001,0.0,0.106,-5.065,0.0588,137.958,4
87,Halsey,88,17515,Without Me,2020-02-21--2020-02-28,Manic,dance,2020-01-17,201660,76,0.752,0.297,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,4
88,Post Malone,89,17224,Goodbyes (Feat. Young Thug),2020-02-21--2020-02-28,Goodbyes (Feat. Young Thug),rap,2019-07-05,174960,13,0.58,0.447,0.653,0.0,0.111,-3.818,0.0745,150.231,4
89,5 Seconds of Summer,90,17125,Old Me,2020-02-21--2020-02-28,Old Me,house,2020-02-21,184666,13,0.721,0.304,0.621,0.0,0.266,-3.639,0.0483,127.976,4
90,Ava Max,91,16916,Sweet but Psycho,2020-02-21--2020-02-28,Sweet but Psycho,dance,2018-08-17,187436,74,0.7190000000000001,0.0691,0.7040000000000001,0.0,0.166,-4.724,0.0476,133.002,4
91,Juice WRLD,92,16892,Lucid Dreams,2020-02-21--2020-02-28,Goodbye & Good Riddance,rap,2018-12-10,239835,88,0.511,0.349,0.5660000000000001,0.0,0.34,-7.23,0.2,83.90299999999998,4
92,Lil Nas X,93,16769,Old Town Road - Remix,2020-02-21--2020-02-28,7 EP,rap,2019-06-21,157066,83,0.878,0.0533,0.619,0.0,0.113,-5.56,0.102,136.041,4
93,Shawn Mendes,94,16625,If I Can't Have You,2020-02-21--2020-02-28,Shawn Mendes (Deluxe),pop,2019-06-19,191466,76,0.691,0.487,0.823,0.0,0.134,-4.197,0.0623,123.935,4
94,G-Eazy,95,16581,Still Be Friends (feat. Tory Lanez & Tyga),2020-02-21--2020-02-28,Still Be Friends (feat. Tory Lanez & Tyga),hip hop,2020-02-07,213307,79,0.8029999999999999,0.00509,0.759,0.0,0.0921,-4.692,0.0494,104.0,4
95,Lauv,96,16540,Modern Loneliness,2020-02-21--2020-02-28,~how i'm feeling~,pop,2020-02-20,252337,9,0.7020000000000001,0.14400000000000002,0.508,0.0,0.108,-7.105,0.035,82.008,4
96,Anne-Marie,97,16384,2002,2020-02-21--2020-02-28,Speak Your Mind (Deluxe),dance,2018-04-27,186986,82,0.6970000000000001,0.0372,0.6829999999999999,0.0,0.13699999999999998,-2.881,0.117,96.133,4
97,Lil Baby,98,16332,Woah,2020-02-21--2020-02-28,Woah,hip hop,2019-11-08,183011,74,0.882,0.0177,0.602,0.0,0.17800000000000002,-5.5539999999999985,0.245,142.959,4
98,Kabza De Small,99,16267,Qoqoqo,2020-02-21--2020-02-28,The Return Of The Scorpion Kings,house,2019-11-29,392748,36,0.833,0.00643,0.648,0.456,0.0238,-13.135,0.0543,113.016,4
99,Khalid,100,16256,Better,2020-02-21--2020-02-28,Suncity,r&b,2018-10-18,229320,77,0.596,0.0765,0.552,0.334,0.104,-10.278,0.097,97.949,4
100,Pop Smoke,101,16073,Dior,2020-02-21--2020-02-28,Meet The Woo,drill,2019-07-26,216386,86,0.5479999999999999,0.212,0.805,0.000389,0.408,-5.732,0.35100000000000003,142.094,4
101,Alan Walker,102,15844,"Alone, Pt. II",2020-02-21--2020-02-28,"Alone, Pt. II",house,2019-12-27,179052,80,0.67,0.536,0.6679999999999999,0.0,0.133,-4.306,0.0422,88.03299999999999,4
102,JACKBOYS,103,15636,OUT WEST (feat. Young Thug),2020-02-21--2020-02-28,JACKBOYS,rap,2019-12-27,157712,84,0.802,0.0104,0.591,0.0,0.196,-4.895,0.225,139.864,4
103,blackbear,104,15612,me & ur ghost,2020-02-21--2020-02-28,me & ur ghost,pop,2020-01-16,200400,56,0.755,0.0638,0.631,0.0,0.0929,-6.127999999999999,0.0261,100.026,4
104,MEDUZA,105,15544,Piece Of Your Heart,2020-02-21--2020-02-28,Piece Of Your Heart,edm,2019-02-01,152913,82,0.677,0.0404,0.7440000000000001,0.00016,0.07400000000000001,-6.806,0.0295,124.08,4
105,Dominic Fike,106,15304,3 Nights,2020-02-21--2020-02-28,"Don't Forget About Me, Demos",rock,2018-10-16,177666,70,0.815,0.223,0.518,0.0,0.104,-6.5939999999999985,0.0897,151.891,4
106,Niall Horan,107,15285,No Judgement,2020-02-21--2020-02-28,No Judgement,dance,2020-02-07,176283,73,0.723,0.0564,0.726,0.000126,0.057,-3.835,0.0472,100.051,4
107,Billie Eilish,108,15246,ocean eyes,2020-02-21--2020-02-28,Ocean Eyes,pop,2016-11-18,200560,67,0.475,0.8190000000000001,0.37,0.0577,0.0841,-7.725,0.0361,144.828,4
108,BROCKHAMPTON,109,15245,SUGAR,2020-02-21--2020-02-28,GINGER,rap,2019-08-23,204533,81,0.453,0.449,0.5379999999999999,0.0,0.19,-8.212,0.0638,122.973,4
109,Lewis Capaldi,110,15134,Bruises,2020-02-21--2020-02-28,Divinely Uninspired To A Hellish Extent,pop,2019-05-17,220492,84,0.736,0.946,0.308,0.0,0.18600000000000005,-7.83,0.0677,111.202,4
110,Luu Nineleven,111,15088,Friends With Benefits - Umjolo,2020-02-21--2020-02-28,Simatasatasa,amapiano,2019-11-08,388085,35,0.552,0.00496,0.725,0.00514,0.0439,-9.441,0.06,151.755,5
111,Post Malone,112,14955,Wow.,2020-02-21--2020-02-28,Hollywood's Bleeding,rap,2019-09-06,149546,83,0.8290000000000001,0.136,0.539,1.78e-06,0.103,-7.359,0.208,99.96,4
112,Sam Feldt,113,14888,Post Malone (feat. RANI),2020-02-21--2020-02-28,Post Malone (feat. RANI) [Joe Stone Remix],dance,2019-08-16,174444,74,0.59,0.0771,0.642,0.0,0.105,-3.87,0.122,107.356,4
113,J. Cole,114,14853,MIDDLE CHILD,2020-02-21--2020-02-28,MIDDLE CHILD,hip hop,2019-01-23,213593,82,0.8370000000000001,0.149,0.364,0.0,0.271,-11.713,0.276,123.984,4
114,The Weeknd,115,14758,Heartless,2020-02-21--2020-02-28,Heartless,r&b,2019-11-27,200080,18,0.531,0.00632,0.75,7.6e-05,0.117,-5.831,0.111,169.954,4
115,Avicii,116,14715,SOS (feat. Aloe Blacc),2020-02-21--2020-02-28,TIM,big room,2019-06-06,157202,77,0.802,0.272,0.645,0.0,0.119,-6.181,0.0715,100.001,4
116,Lizzo,117,14693,Good as Hell (feat. Ariana Grande),2020-02-21--2020-02-28,Cuz I Love You (Super Deluxe),dance,2019-04-17,159011,69,0.6679999999999999,0.298,0.892,0.0,0.735,-3.0010000000000003,0.0645,95.927,4
117,Kabza De Small,118,14671,Hello - Live,2020-02-21--2020-02-28,Scorpion Kings Live,house,2020-02-03,373805,43,0.8270000000000001,0.0139,0.526,0.28,0.0366,-13.486,0.0497,112.995,4
118,Ellie Goulding,119,14644,Hate Me (with Juice WRLD),2020-02-21--2020-02-28,Hate Me (with Juice WRLD),dance,2019-06-26,186223,80,0.657,0.108,0.768,0.0,0.14400000000000002,-4.628,0.0507,75.025,4
119,James Arthur,120,14623,Say You Won't Let Go,2020-02-21--2020-02-28,Back from the Edge,pop,2016-10-28,211466,85,0.358,0.695,0.557,0.0,0.0902,-7.398,0.059,85.04299999999998,4
120,Journey,121,14572,Don't Stop Believin',2020-02-21--2020-02-28,Escape,rock,1981,250986,80,0.5,0.127,0.748,0.0,0.447,-9.072,0.0363,118.852,4
121,Ariana Grande,122,14454,7 rings,2020-02-21--2020-02-28,"thank u, next",dance,2019-02-08,178626,86,0.778,0.5920000000000001,0.317,0.0,0.0881,-10.732,0.334,140.048,4
122,Taylor Swift,123,14384,ME! (feat. Brendon Urie of Panic! At The Disco),2020-02-21--2020-02-28,Lover,dance,2019-08-23,193000,80,0.61,0.033,0.83,0.0,0.118,-4.105,0.0571,182.162,4
123,Lauv,124,14377,"fuck, i'm lonely",2020-02-21--2020-02-28,~how i'm feeling~,pop,2020-02-20,198973,2,0.8059999999999999,0.482,0.5579999999999999,0.0,0.0618,-6.46,0.0683,95.016,4
124,Lauv,125,14340,i'm so tired...,2020-02-21--2020-02-28,~how i'm feeling~,pop,2020-02-20,162582,2,0.599,0.17600000000000002,0.733,0.0,0.242,-7.058,0.203,102.211,4
125,Future,126,14313,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",2020-02-21--2020-02-28,"Life Is Good (feat. Drake, DaBaby & Lil Baby) [Remix]",hip hop,2020-02-15,315346,67,0.81,0.107,0.5660000000000001,0.0,0.122,-8.33,0.433,142.069,4
126,Marshmello,127,14276,Here With Me,2020-02-21--2020-02-28,Here With Me,brostep,2019-03-08,156346,78,0.7909999999999999,0.0623,0.565,0.0,0.156,-3.933,0.0439,99.961,4
127,Young Thug,128,14203,The London (feat. J. Cole & Travis Scott),2020-02-21--2020-02-28,So Much Fun,hip hop,2019-08-16,200186,75,0.784,0.0249,0.517,1.44e-06,0.155,-8.981,0.209,97.991,4
128,Halsey,129,14182,Graveyard,2020-02-21--2020-02-28,Manic,dance,2020-01-17,181805,77,0.667,0.231,0.583,4.48e-05,0.181,-5.127000000000002,0.0747,92.043,4
129,Master KG,130,14159,Jerusalema,2020-02-21--2020-02-28,Jerusalema,house,2020-01-24,342662,25,0.882,0.0222,0.467,1.09e-05,0.0618,-7.5,0.0513,124.015,4
130,Justin Bieber,131,13988,Get Me (feat. Kehlani),2020-02-21--2020-02-28,Changes,pop,2020-02-14,185426,66,0.8320000000000001,0.0492,0.508,5.39e-05,0.107,-6.9129999999999985,0.149,109.352,5
131,Sofi Tukker,132,13918,Purple Hat,2020-02-21--2020-02-28,Purple Hat,pop,2019-09-06,178369,21,0.777,0.331,0.7440000000000001,0.0073,0.08800000000000001,-7.42,0.204,94.019,4
